PlayerID,Name,CountryCode,WorldCupYear,Position,Age,BirthYear,Height,Weight,PreferredFoot,MarketValue,OverallRating,Matches,Minutes,Goals,Assists,Saves,CleanSheets,GoalsConceded,PassAccuracy,Tackles,Interceptions,Clearances,Errors,PenaltiesSaved,xG,Shots,ShotsOnTarget,Dribbles,Fouls,YellowCards,RedCards
3002,Tchouameni,FRA,2026,CDM,25,2001,173,69,Right,17.3,78,6,484,0.2,0.27,0.0,0.75,0.0,89.0,6.32,12.22,8.23,0.52,-0.0,0.43,5.47,1.27,2.18,6.29,0,0
3003,Camavinga,FRA,2026,GK,33,1993,189,77,Left,11.1,70,3,256,0.0,0.0,13.11,1.87,1.99,84.7,1.24,1.91,4.45,0.0,0.5,-0.48,0.0,0.0,0.0,0.7,0,0
3004,Saliba,FRA,2026,LB,28,1998,181,76,Left,118.0,85,3,274,0.31,0.46,0.0,3.08,0.0,80.4,7.49,12.02,15.99,0.95,0.3,0.39,5.32,1.8,3.69,3.89,0,0
3005,Upamecano,FRA,2026,LW,25,2001,185,82,Left,36.8,77,3,275,0.47,0.83,0.0,0.63,0.0,81.4,3.06,2.72,3.12,2.14,0.1,0.61,3.74,5.74,20.25,7.76,0,0
3006,Kounde,FRA,2026,CB,35,1991,177,88,Right,45.4,74,6,490,0.21,0.11,0.0,1.87,0.0,87.4,6.85,6.57,27.41,0.75,0.3,0.5,5.06,1.38,1.43,4.4,0,0
3007,Maignan,FRA,2026,LB,33,1993,188,73,Right,53.2,83,3,265,0.35,0.6,0.0,1.37,0.0,85.2,8.98,11.25,7.71,0.58,-0.7,0.47,4.28,2.34,7.47,4.56,1,0
3008,Samba,FRA,2026,CM,33,1993,179,66,Right,55.9,79,3,329,0.38,0.6,0.0,1.21,0.0,83.7,7.74,6.47,4.26,1.05,0.2,0.95,6.43,1.51,3.67,4.81,0,0
3009,Konate,FRA,2026,CDM,25,2001,177,88,Left,36.1,74,4,352,0.23,0.34,0.0,0.81,0.0,92.1,12.47,13.26,3.08,0.67,0.1,0.08,3.41,0.84,3.77,4.74,0,0
3010,Fofana,FRA,2026,ST,33,1993,182,69,Right,99.1,85,4,408,1.4,0.41,0.0,0.0,0.0,67.9,2.26,3.37,1.03,0.53,0.3,1.57,13.89,4.58,6.16,7.78,0,0
3011,Nkunku,FRA,2026,CB,31,1995,179,67,Right,29.5,85,2,201,0.25,0.13,0.0,3.13,0.0,87.1,9.77,7.19,20.68,0.44,-0.2,0.19,3.07,0.94,2.42,6.26,1,0
3012,Thuram,FRA,2026,RW,29,1997,193,81,Left,44.0,82,4,393,0.85,0.57,0.0,0.34,0.0,78.0,2.96,4.96,2.32,1.42,-0.3,0.74,7.68,3.61,11.65,6.29,0,0
3013,Kolo Muani,FRA,2026,RW,32,1994,192,69,Right,53.4,85,4,357,1.08,0.58,0.0,0.48,0.0,75.2,4.32,4.91,2.4,1.51,0.1,0.68,12.15,3.66,16.06,6.34,0,0
3014,Casillas,ESP,2026,GK,35,1991,197,89,Left,32.2,66,5,442,0.0,0.0,3.28,1.96,2.97,82.4,1.51,1.67,4.01,0.0,0.5,0.2,0.0,0.0,0.0,1.04,0,0
3015,Ramos,ESP,2026,CAM,21,2005,170,78,Right,70.3,95,6,481,0.54,1.22,0.0,0.4,0.0,81.8,5.17,4.94,2.69,1.29,-0.0,0.64,10.39,2.28,13.72,3.25,0,0
3016,Pique,ESP,2026,LW,27,1999,171,86,Right,24.7,87,3,279,0.6,0.61,0.0,0.27,0.0,78.3,1.2,4.51,1.85,1.26,-0.2,0.93,9.3,2.51,13.86,6.97,0,0
3017,Busquets,ESP,2026,LB,36,1990,181,84,Right,73.8,94,3,244,0.33,0.58,0.0,2.5,0.0,80.1,9.44,10.24,11.64,0.62,0.1,0.64,7.4,1.48,8.17,5.91,0,0
3018,Iniesta,ESP,2026,CB,33,1993,187,80,Right,37.4,77,3,295,0.2,0.12,0.0,1.69,0.0,85.6,4.55,12.34,25.98,0.47,-0.2,0.26,4.53,0.97,2.82,2.45,1,0
3019,Xavi,ESP,2026,CDM,25,2001,173,78,Right,39.1,61,3,281,0.24,0.14,0.0,1.19,0.0,84.1,14.05,13.95,6.0,0.36,-0.0,-0.05,3.84,0.94,5.03,10.11,0,0
3020,Villa,ESP,2026,CDM,30,1996,172,79,Left,18.0,71,1,82,0.24,0.22,0.0,0.53,0.0,89.3,7.13,13.5,7.01,0.58,-0.3,-0.2,3.41,1.27,2.21,8.71,1,0
3021,Torres,ESP,2026,RW,26,2000,185,86,Left,58.9,76,5,490,0.36,0.62,0.0,0.51,0.0,76.9,0.34,2.93,2.25,1.23,0.2,0.88,9.92,4.57,11.02,2.88,0,0
3022,Alba,ESP,2026,LB,30,1996,189,80,Right,34.0,85,4,359,0.42,0.49,0.0,1.33,0.0,82.3,7.66,8.21,13.47,0.88,0.5,0.67,5.63,1.41,9.36,7.56,0,0
3023,Arbeloa,ESP,2026,CB,27,1999,185,65,Right,109.8,89,4,408,0.13,0.12,0.0,2.65,0.0,83.5,2.12,7.97,17.21,0.28,-0.1,0.49,4.03,1.34,2.34,6.86,1,0
3024,Silva,ESP,2026,LW,28,1998,172,89,Both,86.9,75,2,177,0.66,0.95,0.0,0.44,0.0,76.9,2.92,5.96,1.79,1.14,-0.1,0.61,9.75,4.99,11.19,4.63,0,0
3025,Pedro,ESP,2026,RW,25,2001,191,85,Right,92.5,82,3,269,0.57,1.06,0.0,0.85,0.0,71.6,2.92,5.46,2.24,0.63,-0.1,1.15,7.71,2.72,15.83,4.22,0,0
3026,Navar,ESP,2026,CM,28,1998,190,74,Right,60.3,82,2,193,0.44,0.53,0.0,1.05,0.0,92.3,8.01,6.59,4.9,0.8,-0.3,0.85,6.9,3.17,6.12,7.6,1,0
3027,Llorente,ESP,2026,GK,24,2002,194,86,Both,23.6,73,2,192,0.0,0.0,13.15,1.92,4.58,80.8,0.7,2.04,4.22,0.0,0.8,-0.22,0.0,0.0,0.0,1.04,0,0
3028,Morata,ESP,2026,RB,27,1999,176,80,Left,27.5,84,4,317,0.34,0.75,0.0,1.37,0.0,82.4,10.85,9.33,6.11,1.02,-0.2,0.91,4.86,1.37,5.74,4.93,0,0
3029,Asensio,ESP,2026,GK,23,2003,188,82,Left,18.3,84,4,348,0.0,0.0,14.72,2.47,3.94,85.3,0.96,1.2,5.66,0.0,-0.0,0.0,0.0,0.0,0.0,1.16,0,0
3030,Sarabia,ESP,2026,ST,25,2001,184,79,Left,79.5,78,4,354,0.91,0.37,0.0,0.0,0.0,77.5,1.97,2.21,1.15,1.02,0.0,1.43,16.25,5.45,8.1,9.85,0,0
3031,Unai Simon,ESP,2026,CM,36,1990,175,87,Left,14.6,69,3,277,0.24,0.46,0.0,0.92,0.0,86.3,9.11,8.84,4.06,1.07,-0.5,0.57,4.33,2.73,3.97,5.35,1,0
3032,Rodri,ESP,2026,CB,31,1995,187,71,Both,75.9,83,4,333,0.27,0.14,0.0,2.35,0.0,87.1,9.7,6.9,24.23,0.64,0.8,-0.21,5.95,0.8,1.66,9.59,1,0
3033,Gavi,ESP,2026,CB,22,2004,179,77,Right,26.0,82,2,260,0.24,0.06,0.0,1.92,0.0,84.5,6.82,11.49,21.54,0.52,-0.0,0.19,3.32,1.36,0.97,4.53,0,0
3034,Pedri,ESP,2026,RB,37,1989,181,88,Left,26.6,97,5,460,0.32,0.55,0.0,2.81,0.0,81.1,9.65,8.72,8.38,0.81,-0.1,0.36,4.92,2.25,4.21,5.06,0,0
3035,Ferran Torres,ESP,2026,ST,35,1991,170,65,Left,42.1,99,4,366,1.85,0.45,0.0,0.0,0.0,70.0,1.79,4.03,0.77,1.19,0.2,1.77,9.15,5.19,13.41,9.46,0,0
3036,Olmo,ESP,2026,CM,36,1990,191,88,Right,9.8,78,3,305,0.41,0.25,0.0,0.91,0.0,86.0,8.29,7.12,4.91,0.74,0.1,0.44,3.26,2.57,3.01,10.21,0,0
3037,Kane,ENG,2026,GK,23,2003,195,85,Right,30.7,76,3,309,0.0,0.0,18.32,2.1,3.29,83.9,1.01,2.45,5.82,0.0,0.6,0.1,0.0,0.0,0.0,1.16,0,0
3038,Sterling,ENG,2026,LW,22,2004,172,67,Right,25.5,86,2,213,0.56,0.92,0.0,0.5,0.0,76.5,3.7,3.02,2.18,2.05,-0.2,0.98,8.85,2.56,14.62,3.71,0,0
3039,Pickford,ENG,2026,CM,19,2007,190,84,Right,41.5,73,6,561,0.39,0.54,0.0,1.07,0.0,85.0,5.47,8.91,5.33,0.36,-0.1,0.89,7.65,1.09,9.29,8.97,0,0
3040,Walker,ENG,2026,CAM,24,2002,184,66,Both,48.8,77,4,347,0.48,0.58,0.0,0.6,0.0,84.1,3.74,5.65,1.56,0.84,0.6,0.83,9.35,2.37,8.72,2.53,0,0
3041,Stones,ENG,2026,RB,29,1997,186,80,Right,67.2,88,5,390,0.39,0.63,0.0,1.82,0.0,80.4,5.46,10.08,12.34,0.51,-0.3,0.4,6.95,1.76,7.47,4.0,0,0
3042,Maguire,ENG,2026,LB,27,1999,176,69,Right,57.3,82,4,304,0.23,0.64,0.0,1.34,0.0,80.1,9.62,10.64,10.54,0.56,0.1,0.66,4.75,2.25,5.53,5.24,0,0
3043,Henderson,ENG,2026,CB,31,1995,184,86,Right,66.6,95,3,242,0.26,0.13,0.0,2.7,0.0,88.3,10.07,11.62,14.91,0.45,0.3,-0.1,3.76,1.0,2.48,5.79,1,0
3044,Rice,ENG,2026,GK,19,2007,189,82,Right,13.0,70,3,304,0.0,0.0,17.64,1.34,2.72,83.0,0.75,1.57,4.63,0.0,0.2,-0.08,0.0,0.0,0.0,0.89,0,0
3045,Foden,ENG,2026,LB,23,2003,172,80,Left,46.7,88,3,264,0.48,0.33,0.0,2.32,0.0,81.7,10.91,6.34,10.57,0.54,0.4,-0.07,5.96,2.7,2.89,4.65,1,0
3046,Mount,ENG,2026,ST,19,2007,192,82,Right,36.6,83,4,395,1.02,0.28,0.0,0.0,0.0,70.3,2.45,3.0,1.24,0.63,-0.2,1.45,9.73,4.52,9.71,11.63,0,0
3047,Grealish,ENG,2026,CB,29,1997,192,66,Left,45.7,72,3,319,0.2,0.05,0.0,0.99,0.0,88.1,5.6,11.28,28.32,0.58,0.1,0.39,4.74,1.03,1.76,6.21,1,0
3048,Saka,ENG,2026,CB,33,1993,188,82,Left,21.6,80,4,405,0.23,0.12,0.0,2.19,0.0,89.2,8.8,9.29,22.47,0.32,0.2,0.14,3.99,0.88,1.78,4.94,1,0
3049,Rashford,ENG,2026,CDM,36,1990,187,79,Left,18.9,75,3,320,0.17,0.48,0.0,1.22,0.0,81.6,13.64,15.25,5.57,0.75,0.0,-0.03,6.47,0.67,2.53,8.02,0,0
3050,Sancho,ENG,2026,RW,19,2007,173,65,Right,90.8,82,3,271,0.59,0.83,0.0,0.42,0.0,78.5,3.71,3.65,1.75,1.03,0.4,1.11,13.91,1.24,16.1,6.71,0,0
3051,Trippier,ENG,2026,CB,28,1998,185,66,Right,61.7,75,4,350,0.24,0.15,0.0,1.5,0.0,93.3,7.79,10.39,28.36,0.25,0.4,0.25,2.2,1.17,0.95,4.79,0,0
3052,Shaw,ENG,2026,CDM,22,2004,190,81,Right,38.9,81,3,316,0.13,0.15,0.0,0.94,0.0,78.3,8.67,12.1,8.18,0.55,-0.6,0.52,4.11,1.53,4.22,8.7,1,0
3053,Chilwell,ENG,2026,LW,34,1992,182,86,Left,18.3,82,2,227,0.63,0.61,0.0,0.38,0.0,77.1,3.51,2.66,2.37,1.0,0.1,1.17,9.0,5.09,13.44,5.18,0,0
3054,Coady,ENG,2026,GK,37,1989,184,83,Right,3.4,61,6,511,0.0,0.0,6.3,0.8,4.03,81.7,0.83,1.68,3.11,0.0,0.4,-0.26,0.0,0.0,0.0,0.99,0,0
3055,Pope,ENG,2026,RW,19,2007,189,85,Right,73.9,82,1,88,1.11,0.42,0.0,0.3,0.0,76.5,2.78,2.38,2.13,1.4,-0.4,1.13,11.37,6.0,16.84,4.96,0,0
3056,Ramsdale,ENG,2026,CM,33,1993,177,68,Left,40.7,71,4,364,0.38,0.69,0.0,0.86,0.0,84.9,5.65,4.74,5.95,0.65,-0.1,0.73,7.2,3.53,7.33,6.14,1,0
3057,White,ENG,2026,CM,22,2004,175,80,Right,25.0,68,3,232,0.37,0.33,0.0,0.73,0.0,87.2,5.1,8.41,3.24,0.89,-0.2,0.51,7.25,2.13,5.18,5.24,0,0
3058,Guehi,ENG,2026,ST,21,2005,170,81,Right,117.2,84,5,464,1.68,0.31,0.0,0.0,0.0,70.0,1.66,1.97,0.88,1.32,-0.2,1.38,12.63,5.03,9.1,6.54,0,0
3059,Bellingham,ENG,2026,RB,35,1991,173,76,Right,18.9,77,4,438,0.35,0.38,0.0,1.65,0.0,85.1,10.74,7.99,10.98,0.98,-0.2,0.1,5.96,0.99,4.85,5.55,0,0
3060,Neuer,GER,2026,CM,21,2005,189,73,Both,12.4,74,2,174,0.29,0.89,0.0,1.13,0.0,84.1,6.6,7.0,3.86,0.55,0.1,0.19,7.24,2.77,3.23,4.4,0,0
3061,Muller,GER,2026,GK,23,2003,187,85,Left,26.1,89,3,352,0.0,0.0,21.28,2.23,2.51,85.0,0.21,3.11,6.05,0.0,0.5,0.18,0.0,0.0,0.0,1.18,0,0
3062,Gnabry,GER,2026,CDM,32,1994,182,72,Left,10.9,72,5,461,0.27,0.29,0.0,0.86,0.0,83.2,12.15,21.44,7.34,0.53,-0.0,0.2,3.52,1.06,5.19,5.57,1,0
3063,Kimmich,GER,2026,CB,31,1995,173,72,Right,98.9,87,4,313,0.14,0.11,0.0,2.93,0.0,93.5,10.46,17.05,29.01,0.49,0.3,0.55,3.23,0.88,2.19,5.09,1,0
3064,Goretzka,GER,2026,CM,21,2005,190,86,Left,32.8,79,1,97,0.45,0.35,0.0,0.79,0.0,89.2,8.31,13.13,6.08,0.78,0.2,0.42,4.96,1.89,9.87,7.72,1,0
3065,Hummels,GER,2026,CB,36,1990,176,86,Right,40.5,78,4,417,0.01,0.07,0.0,1.49,0.0,90.7,7.03,12.63,18.8,0.48,-0.5,0.5,4.94,1.32,1.99,4.63,0,0
3066,Rudiger,GER,2026,LB,19,2007,187,86,Both,54.2,81,3,308,0.27,0.36,0.0,2.08,0.0,80.6,4.9,6.31,10.14,0.86,-0.4,0.23,5.59,2.81,7.7,4.45,0,0
3067,Sule,GER,2026,GK,30,1996,188,88,Right,13.2,68,4,311,0.0,0.0,12.61,1.12,2.44,91.3,1.42,1.87,3.73,0.0,0.6,-0.13,0.0,0.0,0.0,1.52,0,0
3068,Gosens,GER,2026,CDM,37,1989,183,84,Right,23.0,74,5,438,0.23,0.38,0.0,0.8,0.0,87.1,14.14,8.85,10.2,0.89,0.2,0.25,3.57,1.19,3.9,8.08,1,0
3069,Havertz,GER,2026,ST,29,1997,171,80,Right,36.9,85,3,291,1.23,0.3,0.0,0.0,0.0,64.6,2.31,2.46,0.74,0.84,0.1,1.55,11.16,7.92,7.84,8.04,0,0
3070,Sané,GER,2026,RB,25,2001,172,80,Both,20.7,76,5,449,0.31,0.38,0.0,1.73,0.0,80.7,8.99,5.9,14.18,0.79,-0.4,0.19,4.8,1.4,4.68,8.08,0,0
3071,Werner,GER,2026,LB,23,2003,186,70,Left,34.3,76,4,350,0.22,0.44,0.0,1.26,0.0,77.8,10.74,9.22,7.5,0.58,-0.0,0.45,5.58,1.67,3.78,6.97,0,0
3072,Ginter,GER,2026,ST,31,1995,176,84,Left,90.9,85,3,238,1.36,0.36,0.0,0.0,0.0,75.2,3.91,2.8,0.82,0.89,0.0,1.25,14.17,3.3,5.37,5.05,0,0
3073,Kehrer,GER,2026,RW,37,1989,189,79,Right,34.7,72,4,374,0.34,0.7,0.0,0.31,0.0,76.3,3.04,5.37,1.4,1.11,-0.3,0.99,7.14,3.27,15.35,6.3,0,0
3074,Trapp,GER,2026,GK,34,1992,193,78,Right,39.9,86,3,285,0.0,0.0,10.1,2.86,2.64,80.7,1.28,2.33,3.04,0.0,0.6,-0.14,0.0,0.0,0.0,0.58,0,0
3075,Ter Stegen,GER,2026,LW,36,1990,184,69,Right,39.1,79,4,364,0.33,0.82,0.0,0.53,0.0,79.6,4.08,4.23,0.53,1.93,-0.1,1.31,0.53,4.15,12.82,3.23,0,0
3076,Brandt,GER,2026,CAM,32,1994,180,72,Right,61.8,78,3,288,0.42,1.1,0.0,0.27,0.0,84.3,5.28,6.3,2.77,1.31,-0.3,0.52,11.54,3.24,6.32,6.43,0,0
3077,Reus,GER,2026,RW,31,1995,173,82,Right,51.1,79,3,252,0.68,0.86,0.0,0.52,0.0,79.1,1.51,4.61,2.35,1.81,0.2,0.66,7.91,3.91,19.92,3.51,0,0
3078,Can,GER,2026,CM,36,1990,183,83,Right,39.6,81,4,374,0.4,0.62,0.0,0.61,0.0,88.7,8.16,9.23,3.41,0.77,-0.2,0.66,6.85,2.57,9.58,5.44,0,0
3079,Schlotterbeck,GER,2026,LW,23,2003,177,72,Left,28.5,77,4,358,0.6,0.42,0.0,0.41,0.0,86.2,2.46,3.43,2.43,1.32,-0.0,1.33,6.69,4.91,10.99,6.3,0,0
3080,Adeyemi,GER,2026,RB,36,1990,192,69,Right,28.7,87,4,360,0.37,0.52,0.0,2.36,0.0,84.3,10.93,7.94,11.24,0.72,-0.3,0.27,5.36,1.01,4.86,4.74,0,0
3081,Musiala,GER,2026,CB,35,1991,193,83,Right,39.2,83,6,530,0.22,0.14,0.0,2.11,0.0,92.0,9.44,9.61,22.65,0.55,-0.1,0.64,3.52,1.16,1.87,6.53,0,0
3082,Wirtz,GER,2026,CB,20,2006,191,72,Left,27.5,72,3,282,0.24,0.09,0.0,1.14,0.0,84.6,7.6,17.91,31.0,0.74,0.0,0.41,2.87,0.84,1.71,6.2,1,0
3083,Ronaldo,POR,2026,RW,23,2003,182,78,Right,42.4,77,2,190,0.32,1.05,0.0,0.62,0.0,77.2,3.2,5.55,2.34,1.74,0.1,0.61,7.37,4.31,13.29,3.94,0,0
3084,Pepe,POR,2026,LW,24,2002,179,88,Right,40.3,79,4,384,0.96,0.71,0.0,0.54,0.0,70.9,2.82,1.44,1.69,1.21,-0.5,0.88,10.54,4.47,13.37,3.05,0,0
3085,Silva,POR,2026,ST,26,2000,184,85,Right,122.2,94,4,369,1.12,0.42,0.0,0.0,0.0,70.9,1.89,4.64,1.38,0.54,0.7,1.65,13.61,5.56,5.89,10.22,0,0
3086,Cancelo,POR,2026,RB,23,2003,185,85,Both,39.6,77,4,387,0.2,0.66,0.0,1.55,0.0,82.4,7.35,10.37,8.78,1.08,0.7,0.49,2.27,1.0,9.25,2.46,0,0
3087,Dias,POR,2026,CDM,36,1990,180,85,Right,33.2,75,3,328,0.26,0.27,0.0,1.09,0.0,91.6,10.94,10.54,9.8,0.41,-0.3,0.12,2.46,1.33,5.98,6.27,1,0
3088,Fernandes,POR,2026,CM,33,1993,190,81,Left,26.6,83,2,172,0.58,0.59,0.0,0.97,0.0,81.7,4.74,9.36,3.79,1.09,0.1,0.83,2.06,0.39,8.24,5.17,1,0
3089,Jota,POR,2026,GK,28,1998,193,90,Right,27.4,68,3,317,0.0,0.0,11.1,1.75,1.61,79.6,1.64,1.62,4.86,0.0,-0.0,-0.42,0.0,0.0,0.0,0.53,0,0
3090,Felix,POR,2026,ST,21,2005,179,79,Both,123.8,91,4,381,1.78,0.41,0.0,0.0,0.0,68.5,1.79,1.55,1.01,1.0,0.6,1.89,2.7,5.61,4.36,6.65,0,0
3091,Leao,POR,2026,CM,37,1989,182,72,Left,14.4,69,4,414,0.31,0.59,0.0,1.11,0.0,88.4,8.04,5.11,4.14,0.58,-0.5,0.24,2.89,2.15,9.18,9.17,0,0
3092,Neves,POR,2026,GK,25,2001,191,83,Right,27.8,80,3,256,0.0,0.0,14.44,1.48,4.3,86.1,0.98,1.87,3.52,0.0,0.3,0.09,0.0,0.0,0.0,1.58,0,0
3093,Palhinha,POR,2026,CB,25,2001,191,72,Right,32.5,71,3,266,0.14,0.08,0.0,1.35,0.0,91.6,10.12,6.52,47.3,0.43,-0.2,-0.09,5.43,1.04,1.82,5.99,0,0
3094,Carvalho,POR,2026,CB,32,1994,174,65,Left,41.2,76,1,124,0.21,0.09,0.0,1.57,0.0,86.7,9.06,9.78,17.92,0.49,0.0,0.23,3.5,1.01,1.65,6.61,1,0
3095,Inacio,POR,2026,CB,35,1991,188,71,Right,31.0,82,5,396,0.16,0.11,0.0,2.3,0.0,87.0,11.62,6.94,31.99,0.56,-0.1,0.3,5.11,0.9,1.78,4.91,0,0
3096,Ramos,POR,2026,RW,33,1993,173,76,Right,94.1,84,3,236,1.02,0.65,0.0,0.4,0.0,72.2,2.13,3.88,1.73,2.3,0.1,0.84,10.54,4.28,11.39,9.83,0,0
3097,Silva,POR,2026,CAM,37,1989,194,70,Left,60.8,72,4,319,0.51,1.06,0.0,0.4,0.0,78.1,2.22,6.37,1.67,0.64,-0.1,0.71,8.33,3.65,13.37,2.08,0,0
3098,Conceicao,POR,2026,CM,26,2000,181,76,Right,37.1,79,5,414,0.6,0.56,0.0,0.68,0.0,89.1,11.3,10.0,7.86,0.75,-0.1,0.76,1.87,1.61,5.04,4.65,0,0
3099,Costa,POR,2026,GK,23,2003,190,83,Right,24.6,72,5,414,0.0,0.0,19.17,2.01,3.52,86.6,1.05,1.12,5.55,0.0,0.2,0.23,0.0,0.0,0.0,1.29,0,0
3100,Sa,POR,2026,LB,27,1999,173,84,Left,42.5,83,3,283,0.38,0.83,0.0,0.98,0.0,76.8,11.36,9.63,7.15,0.88,-0.2,0.33,1.9,1.34,4.28,8.42,0,0
3101,Mendes,POR,2026,CDM,31,1995,172,77,Right,30.7,67,3,287,0.2,0.23,0.0,1.08,0.0,86.2,10.34,12.34,5.99,0.55,-0.2,-0.13,3.73,1.03,2.97,9.66,0,0
3102,Guerreiro,POR,2026,RB,22,2004,172,83,Right,25.7,93,4,344,0.33,0.31,0.0,2.81,0.0,79.0,8.1,5.8,10.54,0.51,-0.1,0.26,5.11,1.94,4.02,4.19,0,0
3103,Dalot,POR,2026,LB,25,2001,189,80,Right,61.4,93,3,266,0.32,0.35,0.0,1.93,0.0,82.6,11.75,6.65,13.93,0.55,-0.3,0.35,3.13,1.51,7.82,5.54,0,0
3104,Neto,POR,2026,CB,22,2004,182,78,Left,21.6,77,4,373,0.16,0.07,0.0,1.76,0.0,88.5,12.87,9.75,18.38,0.41,-0.2,0.56,6.33,1.2,1.91,7.84,1,0
3105,Ramos,POR,2026,LW,35,1991,187,72,Right,67.2,80,4,313,0.96,0.78,0.0,0.6,0.0,78.1,2.75,1.92,0.76,1.15,-0.3,0.63,15.53,6.14,10.55,5.64,0,0
3106,Van Dijk,NED,2026,LB,23,2003,189,70,Left,55.2,85,4,296,0.38,0.63,0.0,1.44,0.0,77.2,9.86,6.58,10.54,0.74,0.9,0.63,7.16,1.91,6.01,7.34,0,0
3107,De Jong,NED,2026,ST,36,1990,177,76,Right,112.9,88,4,335,0.98,0.34,0.0,0.0,0.0,76.5,2.04,2.4,1.05,0.92,-0.3,1.99,12.96,6.52,9.83,4.67,0,0
3108,Depay,NED,2026,CM,21,2005,180,72,Right,24.5,66,1,132,0.52,0.62,0.0,1.06,0.0,92.5,8.16,5.62,2.98,0.87,0.1,0.59,3.1,1.59,8.32,7.19,0,0
3109,De Ligt,NED,2026,RW,27,1999,187,69,Left,30.7,72,2,214,0.61,0.89,0.0,0.37,0.0,83.8,2.49,4.86,1.92,1.93,-0.4,0.9,11.75,3.1,17.83,4.76,0,0
3110,Wijnaldum,NED,2026,LW,28,1998,180,67,Right,86.6,81,4,356,0.45,0.65,0.0,0.5,0.0,76.5,2.24,3.89,1.44,1.43,-0.1,1.22,8.84,1.96,4.24,2.5,0,0
3111,Blind,NED,2026,CDM,20,2006,190,86,Left,11.9,69,5,443,0.26,0.36,0.0,0.58,0.0,90.4,12.38,8.58,6.68,0.58,-0.0,0.18,5.33,0.48,4.54,7.46,0,0
3112,Dumfries,NED,2026,CB,36,1990,185,87,Right,53.8,78,2,201,0.18,0.12,0.0,2.18,0.0,88.5,9.41,8.83,24.78,0.3,0.3,0.28,4.19,0.76,0.76,6.19,1,0
3113,Berghuis,NED,2026,LW,36,1990,183,89,Left,66.5,77,4,314,0.6,1.22,0.0,0.36,0.0,79.0,1.06,2.55,1.96,2.06,-0.0,0.74,11.69,2.94,17.31,3.98,0,0
3114,Gakpo,NED,2026,RB,34,1992,191,69,Right,25.8,83,3,288,0.2,0.35,0.0,1.56,0.0,80.5,6.38,6.33,11.51,0.77,0.2,0.7,5.19,0.89,4.32,4.02,0,0
3115,Koopmeiners,NED,2026,RW,20,2006,188,65,Left,30.4,78,4,400,1.04,0.8,0.0,0.35,0.0,79.0,3.23,3.0,2.58,1.4,-0.2,0.73,11.19,4.62,19.27,4.41,0,0
3116,Timber,NED,2026,RB,21,2005,194,79,Right,50.2,92,2,214,0.41,0.56,0.0,1.87,0.0,83.0,11.33,12.44,6.73,0.33,-0.3,0.28,2.81,2.41,5.32,4.3,0,0
3117,Frimpong,NED,2026,GK,28,1998,184,90,Right,30.3,70,3,285,0.0,0.0,10.88,2.04,3.77,85.7,1.0,0.75,5.23,0.0,0.4,-0.28,0.0,0.0,0.0,1.2,0,0
3118,Simons,NED,2026,CB,37,1989,176,74,Right,12.1,89,4,319,0.25,0.05,0.0,1.9,0.0,82.6,11.81,3.15,27.1,0.34,-0.3,0.42,4.46,1.16,1.8,6.57,1,0
3119,Veerman,NED,2026,CM,30,1996,175,77,Both,31.0,77,3,270,0.52,0.92,0.0,1.23,0.0,86.7,10.51,9.79,4.08,0.93,0.1,0.19,5.53,1.54,2.84,7.04,0,0
3120,Reijnders,NED,2026,CB,21,2005,190,67,Right,49.7,77,5,459,0.26,0.12,0.0,2.07,0.0,88.0,7.83,15.29,27.68,0.71,0.2,-0.09,4.17,1.69,3.62,7.04,1,0
3121,Geertruida,NED,2026,CDM,37,1989,188,68,Right,28.5,80,3,318,0.16,0.32,0.0,1.45,0.0,90.0,16.64,12.69,7.8,0.7,-0.2,0.36,4.01,1.13,5.73,8.85,1,0
3122,Hartog,NED,2026,CM,30,1996,177,84,Left,35.4,73,3,271,0.47,0.61,0.0,0.86,0.0,88.8,9.16,11.27,7.04,0.52,-0.1,0.43,8.66,1.35,5.74,3.43,0,0
3123,Flekken,NED,2026,LB,29,1997,181,89,Right,30.3,75,5,485,0.22,0.33,0.0,0.97,0.0,80.3,9.57,4.1,13.33,0.22,-0.0,0.46,5.19,3.22,8.29,3.64,0,0
3124,Verbruggen,NED,2026,CAM,31,1995,190,86,Right,63.7,81,3,281,0.5,1.5,0.0,0.15,0.0,81.0,4.1,3.14,2.42,0.59,0.0,0.91,9.03,3.85,14.05,4.44,0,0
3125,Baas,NED,2026,CB,31,1995,177,70,Right,50.8,89,3,259,0.17,0.1,0.0,2.1,0.0,85.9,9.69,11.02,35.51,0.52,-0.1,0.59,4.86,0.88,2.76,4.76,0,0
3126,Hato,NED,2026,GK,26,2000,193,75,Right,67.8,83,4,363,0.0,0.0,13.42,3.16,1.94,80.5,0.77,1.57,4.87,0.0,0.5,0.13,0.0,0.0,0.0,0.86,0,0
3127,Klaassen,NED,2026,ST,32,1994,186,72,Right,61.4,89,2,222,0.92,0.36,0.0,0.0,0.0,77.1,2.58,2.68,1.11,0.52,-0.1,2.14,7.93,4.09,8.64,5.96,0,0
3128,Malen,NED,2026,GK,35,1991,184,79,Right,16.0,78,4,361,0.0,0.0,17.18,2.55,2.83,88.3,0.37,2.03,6.21,0.0,0.5,0.68,0.0,0.0,0.0,1.03,0,0
